No-Intro Name,Game Title,Game Code,ROM Version,Byte-Order,SHA256
WWF Attitude (Germany),WWF: Attitude,NTID,0 (0x00),big,97b7d1fa75de75181f9a4785ea9d7efc109a8cdcf26627fc3194aacdc3ebf268
WWF Attitude (USA),WWF: Attitude,NTIE,0 (0x00),big,a6702c3a7a535b785ad4bd75cdca2e1f15fca59556824b7c54bdae56ecae34d3
WWF No Mercy (Europe),WWF No Mercy,NW4P,0 (0x00),big,9fb50974a14e834ba540df59891d359d2c9b846359bb26d58db71fb8e28ff289
WWF No Mercy (Europe) (Rev 1),WWF No Mercy,NW4P,1 (0x01),big,381d46cfdf108122d8e41a3e0a45b2c8fb9d0429f130dde5d6d58e6d81da07c0
WWF No Mercy (USA),WWF No Mercy,NW4E,0 (0x00),big,28badb169848aa814c35c242c48c1e95ce2540d6663e67079f97768096c17a1f
WWF No Mercy (USA) (Beta) (2000-09-11),(empty),(unknown),0 (0x00),big,3dd1f846c6ba859fbfee64f1171ad134969931321ac2d9d33c6f45c5b264f269
WWF No Mercy (USA) (Rev 1),WWF No Mercy,NW4E,1 (0x01),big,fc561fce443010b114cc8ea41226772b7b2a2d33055be163fad91ac9c3b096cb
WWF War Zone (Europe),WWF War Zone,NWWP,0 (0x00),big,75539b5fa0bcb196d7dae076d9317ac21864f953b63dcb78c85e7f4fb4144501
WWF War Zone (USA),WWF War Zone,NWWE,0 (0x00),big,ee4f5a036423b78449475fa09471de6148ff6972d0510098943bc83092f990b5
WWF WrestleMania 2000 (Europe),WRESTLEMANIA2000,NWXP,0 (0x00),big,8f759c230e6c261eb77cff7906740173132c7051fcaed10dea71d78e375e45c7
WWF WrestleMania 2000 (Japan),2000,NWXJ,0 (0x00),big,3e3114266d5faeed1ed385528b0e4dbe268fdf64778a657895b31bab9de9ad85
WWF WrestleMania 2000 (USA),WRESTLEMANIA 2000,NWXE,0 (0x00),big,cbd44033868d3747241f5028206056e64836d744c756b5c39dc7b3a446e8ce5b
Xena - Warrior Princess - The Talisman of Fate (Europe),XENAWARRIORPRINCESS,NXFP,0 (0x00),big,07173ba69bda3c300c2c2353a241fcaa1d9fe5eaf9abb56fe815433fc1343696
Xena - Warrior Princess - The Talisman of Fate (USA),XENAWARRIORPRINCESS,NXFE,0 (0x00),big,d336e2c20edb20d68b9bb8e725c2661e8da8c54598b786ac01b02da86830e71f
Xplorer 64 (Germany) (v1.067) (Unl),1930Germany,(unknown),0 (0x00),unknown,3a584303610ee0b73936e0b363c86c6e499fb1f00b046e6a3c2b44958490b767
X'treme Roller (USA) (Proto),(empty),(unknown),0 (0x00),big,1465517b5c2486b4ba83b1b03ca2b140fd46e3da37d8a9987c6c0b1b92613a77
Yakouchuu II - Satsujin Kouro (Japan),YAKOUTYUU2,NYKJ,0 (0x00),big,c6a52c2377f3d6236ba2d29557461b9af106d99afeba2156e21e2477b00ddffd
Yoshi Story (Japan),YOSHI STORY,NYSJ,0 (0x00),big,52acf92dc66018b3ed84b334cb511ed956db8b3013ffc4e8586ae00bd93b0c95
"Yoshi's Story (Europe) (En,Fr,De)",YOSHI STORY,NYSP,0 (0x00),big,19d5e75ab2ace98294b7d9c7a5e57955d5f8be8d8d188e288eb31a27555ec5dd
"Yoshi's Story (USA) (En,Ja)",YOSHI STORY,NYSE,0 (0x00),big,e8a63388c38f8f0bea37e9b13a97f0898ac5496e08ca2028afb8db9a866e0ce9
"Yoshi's Story (USA) (En,Ja) (LodgeNet)",YOSHI STORY,NYSG,0 (0x00),big,62db4fae05c874b78d14a4a6d11f01bc333f0a6bbfc0b7366c8617ff873be42f
Yuke Yuke!! Trouble Makers (Japan),TROUBLE MAKERS,NTMJ,0 (0x00),big,68e2f727c58379f4c04ef00c7b3a8149a12955d845e247dd0518609f44274d65
Zelda no Densetsu - Mujura no Kamen (Japan),THE MASK OF MUJURA,NZSJ,0 (0x00),big,d5b295cff29864b17090fab06024739ece5e4febaf3455f9ce4eb2ce3d460fc0
Zelda no Densetsu - Mujura no Kamen (Japan) (GameCube),ZELDA MAJORA'S MASK,NZSJ,2 (0x02),big,8d8cd9ec66a425e98ca94874d72af07e696824b24c7d91606753b0a190e99db0
Zelda no Densetsu - Mujura no Kamen (Japan) (Rev 1),THE MASK OF MUJURA,NZSJ,1 (0x01),big,7f81367323b3face9dff8961abe1937df9f87a13c558ec038838c25490029bf3
Zelda no Densetsu - Toki no Ocarina (Japan),THE LEGEND OF ZELDA,CZLJ,0 (0x00),big,d38fd6ff19daf05320b3c23f9adc119b017408686e12aaf32f313a7582b020af
"Zelda no Densetsu - Toki no Ocarina (Japan) (GameCube, Zelda Collection)",THE LEGEND OF ZELDA,CZLJ,15 (0x0F),big,da91bd0f0a4e8382838a4eac455ed09f7236d951423e8039dd308bc73be8b090
Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 1),THE LEGEND OF ZELDA,CZLJ,1 (0x01),big,ade86e53ad21cd69d751e019547ddbf413cb78dbd34f07ade5f1dfbbd8904b5c
Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 2),THE LEGEND OF ZELDA,CZLJ,2 (0x02),big,10833ee97cdfa1bb9b248839946992b86ec60342846682aeca06049adb5365e5
Zelda no Densetsu - Toki no Ocarina GC (Japan) (GameCube),THE LEGEND OF ZELDA,CZLJ,15 (0x0F),big,c1b83e01bb2effc40cca233acf47a126d4eac974523184cbdc2fd0b18b0ac0bf
Zelda no Densetsu - Toki no Ocarina GC Ura (Japan) (GameCube),THE LEGEND OF ZELDA,CZLJ,15 (0x0F),big,4ee156612f4a5c50e4966dd69798952342b081d60b1fb494cac6b0eafe39456e
Zool - Majuu Tsukai Densetsu (Japan),(empty),NMZJ,0 (0x00),big,3b22441ab51bdecfdb6805bc8320f164031016fc5b23019aa16b2b2d0f7f2e8e
